Entity,Code,Day,people_fully_vaccinated_per_hundred
Iowa,,2021-01-23,0.84
Iowa,,2021-01-24,0.98
Iowa,,2021-01-25,1.02
Iowa,,2021-01-26,1.03
Iowa,,2021-01-27,1.14
Iowa,,2021-01-28,1.28
Iowa,,2021-01-29,1.48
Iowa,,2021-01-30,1.66
Iowa,,2021-01-31,1.85
Iowa,,2021-02-01,1.91
Iowa,,2021-02-02,1.94
Iowa,,2021-02-03,2.04
Iowa,,2021-02-04,2.2
Iowa,,2021-02-05,2.35
Iowa,,2021-02-06,2.56
Iowa,,2021-02-07,2.77
Iowa,,2021-02-08,2.84
Iowa,,2021-02-09,2.87
Iowa,,2021-02-10,3.03
Iowa,,2021-02-11,3.17
Iowa,,2021-02-12,3.32
Iowa,,2021-02-13,3.48
Iowa,,2021-02-14,3.66
Iowa,,2021-02-16,3.8
Iowa,,2021-02-17,3.88
Iowa,,2021-02-18,3.93
Iowa,,2021-02-19,4.28
Iowa,,2021-02-20,4.47
Iowa,,2021-02-21,4.68
Iowa,,2021-02-22,4.82
Iowa,,2021-02-23,4.86
Iowa,,2021-02-24,4.92
Iowa,,2021-02-25,5.01
Iowa,,2021-02-26,5.17
Iowa,,2021-02-27,5.36
Iowa,,2021-02-28,5.66
Iowa,,2021-03-01,5.96
Iowa,,2021-03-02,6.03
Iowa,,2021-03-03,6.23
Iowa,,2021-03-04,6.53
Iowa,,2021-03-05,6.96
Iowa,,2021-03-06,8.03
Iowa,,2021-03-07,8.7
Iowa,,2021-03-08,9.66
Iowa,,2021-03-09,9.93
Iowa,,2021-03-10,10.24
Iowa,,2021-03-11,10.76
Iowa,,2021-03-12,11.4
Iowa,,2021-03-13,12.92
Iowa,,2021-03-14,12.92
Iowa,,2021-03-15,13.42
Iowa,,2021-03-16,13.6
Iowa,,2021-03-17,13.61
Iowa,,2021-03-18,14
Iowa,,2021-03-19,14.72
Iowa,,2021-03-20,15.4
Iowa,,2021-03-21,15.95
Iowa,,2021-03-22,16.27
Iowa,,2021-03-23,16.4
Iowa,,2021-03-24,16.59
Iowa,,2021-03-25,16.8
Iowa,,2021-03-26,17.26
Iowa,,2021-03-27,17.83
Iowa,,2021-03-28,18.57
Iowa,,2021-03-29,18.98
Iowa,,2021-03-30,19.12
Iowa,,2021-03-31,19.34
Iowa,,2021-04-01,19.7
Iowa,,2021-04-02,20.18
Iowa,,2021-04-03,21.31
Iowa,,2021-04-04,21.33
Iowa,,2021-04-05,21.66
Iowa,,2021-04-06,21.77
Iowa,,2021-04-07,22.04
Iowa,,2021-04-08,22.58
Iowa,,2021-04-09,23.23
Iowa,,2021-04-10,23.94
Kansas,,2021-01-12,0.33
Kansas,,2021-01-13,0.43
Kansas,,2021-01-15,0.46
Kansas,,2021-01-19,0.54
Kansas,,2021-01-20,0.55
Kansas,,2021-01-21,0.6
Kansas,,2021-01-22,0.66
Kansas,,2021-01-23,0.72
Kansas,,2021-01-24,0.78
Kansas,,2021-01-25,0.81
Kansas,,2021-01-26,0.87
Kansas,,2021-01-27,0.91
Kansas,,2021-01-28,1.08
Kansas,,2021-01-29,1.08
Kansas,,2021-01-30,1.26
Kansas,,2021-01-31,1.36
Kansas,,2021-02-01,1.45
Kansas,,2021-02-02,1.52
Kansas,,2021-02-03,1.63
Kansas,,2021-02-04,1.76
Kansas,,2021-02-05,1.88
Kansas,,2021-02-06,2.07
Kansas,,2021-02-07,2.25
Kansas,,2021-02-08,2.35
Kansas,,2021-02-09,2.41
Kansas,,2021-02-10,2.63
Kansas,,2021-02-11,2.81
Kansas,,2021-02-12,2.97
Kansas,,2021-02-13,3.14
Kansas,,2021-02-14,3.41
Kansas,,2021-02-16,3.52
Kansas,,2021-02-17,3.65
Kansas,,2021-02-18,3.87
Kansas,,2021-02-19,4.41
Kansas,,2021-02-20,4.76
Kansas,,2021-02-21,5.09
Kansas,,2021-02-22,5.61
Kansas,,2021-02-23,5.66
Kansas,,2021-02-24,5.89
Kansas,,2021-02-25,6.11
Kansas,,2021-02-26,6.38
Kansas,,2021-02-27,6.78
Kansas,,2021-02-28,7.19
Kansas,,2021-03-01,7.29
Kansas,,2021-03-02,7.44
Kansas,,2021-03-03,7.65
Kansas,,2021-03-04,7.87
Kansas,,2021-03-05,8.16
Kansas,,2021-03-06,8.48
Kansas,,2021-03-07,8.84
Kansas,,2021-03-08,8.99
Kansas,,2021-03-09,9.1
Kansas,,2021-03-10,9.38
Kansas,,2021-03-11,9.78
Kansas,,2021-03-12,10.42
Kansas,,2021-03-13,10.51
Kansas,,2021-03-14,11.1
Kansas,,2021-03-15,11.3
Kansas,,2021-03-16,11.47
Kansas,,2021-03-17,11.67
Kansas,,2021-03-18,11.96
Kansas,,2021-03-19,12.41
Kansas,,2021-03-20,12.84
Kansas,,2021-03-21,13.33
Kansas,,2021-03-22,13.5
Kansas,,2021-03-23,13.66
Kansas,,2021-03-24,14.08
Kansas,,2021-03-25,14.43
Kansas,,2021-03-26,14.81
Kansas,,2021-03-27,15.53
Kansas,,2021-03-28,16.17
Kansas,,2021-03-29,16.37
Kansas,,2021-03-30,16.52
Kansas,,2021-03-31,16.85
Kansas,,2021-04-01,17.15
Kansas,,2021-04-02,17.83
Kansas,,2021-04-03,18.37
Kansas,,2021-04-04,19.03
Kansas,,2021-04-05,19.22
Kansas,,2021-04-06,19.31
Kansas,,2021-04-07,19.83
Kansas,,2021-04-08,20.38
Kansas,,2021-04-09,20.94
Kansas,,2021-04-10,21.77
Kentucky,,2021-01-12,0.14
Kentucky,,2021-01-13,0.17
Kentucky,,2021-01-15,0.24
Kentucky,,2021-01-19,0.29
Kentucky,,2021-01-20,0.31
Kentucky,,2021-01-21,0.35
Kentucky,,2021-01-22,0.51
Kentucky,,2021-01-23,0.57
Kentucky,,2021-01-24,0.66
Kentucky,,2021-01-25,0.67
Kentucky,,2021-01-26,0.69
Kentucky,,2021-01-27,0.81
Kentucky,,2021-01-28,0.97
Kentucky,,2021-01-29,1.17
Kentucky,,2021-01-30,1.33
Kentucky,,2021-01-31,1.45
Kentucky,,2021-02-01,1.48
Kentucky,,2021-02-02,1.5
Kentucky,,2021-02-03,1.64
Kentucky,,2021-02-04,1.82
Kentucky,,2021-02-05,2.1
Kentucky,,2021-02-06,2.42
Kentucky,,2021-02-07,2.75
Kentucky,,2021-02-08,2.86
Kentucky,,2021-02-09,2.91
Kentucky,,2021-02-10,3.12
Kentucky,,2021-02-11,3.39
Kentucky,,2021-02-12,3.7
Kentucky,,2021-02-13,3.86
Kentucky,,2021-02-14,4.2
Kentucky,,2021-02-16,4.44
Kentucky,,2021-02-17,4.52
Kentucky,,2021-02-18,4.6
Kentucky,,2021-02-19,5.11
Kentucky,,2021-02-20,5.3
Kentucky,,2021-02-21,5.68
Kentucky,,2021-02-22,5.99
Kentucky,,2021-02-23,6.14
Kentucky,,2021-02-24,6.39
Kentucky,,2021-02-25,6.74
Kentucky,,2021-02-26,7.07
Kentucky,,2021-02-27,7.37
Kentucky,,2021-02-28,7.81
Kentucky,,2021-03-01,8.03
Kentucky,,2021-03-02,8.1
Kentucky,,2021-03-03,8.28
Kentucky,,2021-03-04,8.56
Kentucky,,2021-03-05,8.9
Kentucky,,2021-03-06,9.25
Kentucky,,2021-03-07,9.64
Kentucky,,2021-03-08,9.92
Kentucky,,2021-03-09,10.03
Kentucky,,2021-03-10,10.21
Kentucky,,2021-03-11,10.46
Kentucky,,2021-03-12,10.85
Kentucky,,2021-03-13,11.59
Kentucky,,2021-03-14,11.64
Kentucky,,2021-03-15,11.98
Kentucky,,2021-03-16,12.17
Kentucky,,2021-03-17,12.52
Kentucky,,2021-03-18,12.78
Kentucky,,2021-03-19,13.19
Kentucky,,2021-03-20,13.46
Kentucky,,2021-03-21,13.83
Kentucky,,2021-03-22,14.11
Kentucky,,2021-03-23,14.23
Kentucky,,2021-03-24,14.44
Kentucky,,2021-03-25,14.81
Kentucky,,2021-03-26,15.25
Kentucky,,2021-03-27,15.84
Kentucky,,2021-03-28,16.37
Kentucky,,2021-03-29,16.85
Kentucky,,2021-03-30,17.05
Kentucky,,2021-03-31,17.35
Kentucky,,2021-04-01,17.87
Kentucky,,2021-04-02,18.52
Kentucky,,2021-04-03,19.29
Kentucky,,2021-04-04,19.88
Kentucky,,2021-04-05,20.23
Kentucky,,2021-04-06,20.3
Kentucky,,2021-04-07,20.73
Kentucky,,2021-04-08,21.34
Kentucky,,2021-04-09,22.16
Kentucky,,2021-04-10,23.01
Louisiana,,2021-01-12,0.39
Louisiana,,2021-01-13,0.47
Louisiana,,2021-01-15,0.65
Louisiana,,2021-01-19,0.73
Louisiana,,2021-01-20,0.75
Louisiana,,2021-01-21,0.82
Louisiana,,2021-01-22,0.87
Louisiana,,2021-01-23,0.9
Louisiana,,2021-01-24,0.91
Louisiana,,2021-01-25,0.93
Louisiana,,2021-01-26,0.93
Louisiana,,2021-01-27,1.01
Louisiana,,2021-01-28,1.11
Louisiana,,2021-01-29,1.25
Louisiana,,2021-01-30,1.4
Louisiana,,2021-01-31,1.58
Louisiana,,2021-02-01,1.85
Louisiana,,2021-02-02,2.08
Louisiana,,2021-02-03,2.24
Louisiana,,2021-02-04,2.49
Louisiana,,2021-02-05,2.83
Louisiana,,2021-02-06,3.23
Louisiana,,2021-02-07,3.6
Louisiana,,2021-02-08,3.8
Louisiana,,2021-02-09,3.87
Louisiana,,2021-02-10,4.08
Louisiana,,2021-02-11,4.08
Louisiana,,2021-02-12,4.68
Louisiana,,2021-02-13,5.01
Louisiana,,2021-02-14,5.35
Louisiana,,2021-02-16,5.49
Louisiana,,2021-02-17,5.56
Louisiana,,2021-02-18,5.59
Louisiana,,2021-02-19,6.13
Louisiana,,2021-02-20,6.31
Louisiana,,2021-02-21,6.49
Louisiana,,2021-02-22,6.5
Louisiana,,2021-02-23,6.55
Louisiana,,2021-02-24,6.73
Louisiana,,2021-02-25,7.01
Louisiana,,2021-02-26,7.4
Louisiana,,2021-02-27,7.78
Louisiana,,2021-02-28,8.06
Louisiana,,2021-03-01,8.17
Louisiana,,2021-03-02,8.21
Louisiana,,2021-03-03,8.38
Louisiana,,2021-03-04,8.65
Louisiana,,2021-03-05,9
Louisiana,,2021-03-06,9.01
Louisiana,,2021-03-07,9.03
Louisiana,,2021-03-08,9.93
Louisiana,,2021-03-09,10.01
Louisiana,,2021-03-10,10.23
Louisiana,,2021-03-11,10.49
Louisiana,,2021-03-12,10.87
Louisiana,,2021-03-13,11.63
Louisiana,,2021-03-14,11.63
Louisiana,,2021-03-15,11.83
Louisiana,,2021-03-16,11.92
Louisiana,,2021-03-17,12.12
Louisiana,,2021-03-18,12.13
Louisiana,,2021-03-19,12.66
Louisiana,,2021-03-20,13.03
Louisiana,,2021-03-21,13.35
Louisiana,,2021-03-22,13.52
Louisiana,,2021-03-23,13.58
Louisiana,,2021-03-24,13.83
Louisiana,,2021-03-25,14.1
Louisiana,,2021-03-26,14.49
Louisiana,,2021-03-27,14.97
Louisiana,,2021-03-28,15.48
Louisiana,,2021-03-29,15.81
Louisiana,,2021-03-30,15.9
Louisiana,,2021-03-31,16.32
Louisiana,,2021-04-01,16.78
Louisiana,,2021-04-02,17.32
Louisiana,,2021-04-03,17.93
Louisiana,,2021-04-04,18.21
Louisiana,,2021-04-05,18.4
Louisiana,,2021-04-06,18.4
Louisiana,,2021-04-07,18.73
Louisiana,,2021-04-08,19.22
Louisiana,,2021-04-09,19.75
Louisiana,,2021-04-10,20.3
Maine,,2021-01-12,0.34
Maine,,2021-01-13,0.39
Maine,,2021-01-15,0.62
Maine,,2021-01-19,0.75
Maine,,2021-01-20,0.79
Maine,,2021-01-21,0.9
Maine,,2021-01-22,1.11
Maine,,2021-01-23,1.31
Maine,,2021-01-24,1.42
Maine,,2021-01-25,1.48
Maine,,2021-01-26,1.5
Maine,,2021-01-27,1.61
Maine,,2021-01-28,1.85
Maine,,2021-01-29,2.1
Maine,,2021-01-30,2.31
Maine,,2021-01-31,2.46
Maine,,2021-02-01,2.55
Maine,,2021-02-02,2.55
Maine,,2021-02-03,2.55
Maine,,2021-02-04,2.74
Maine,,2021-02-05,2.87
Maine,,2021-02-06,3.04
Maine,,2021-02-07,3.31
Maine,,2021-02-08,3.31
Maine,,2021-02-09,3.55
Maine,,2021-02-10,3.7
Maine,,2021-02-11,3.7
Maine,,2021-02-12,3.7
Maine,,2021-02-13,3.7
Maine,,2021-02-14,3.7
Maine,,2021-02-16,4.78
Maine,,2021-02-17,4.9
Maine,,2021-02-18,4.9
Maine,,2021-02-19,5.64
Maine,,2021-02-20,5.65
Maine,,2021-02-21,5.66
Maine,,2021-02-22,6.88
Maine,,2021-02-23,6.95
Maine,,2021-02-24,7.18
Maine,,2021-02-25,7.19
Maine,,2021-02-26,7.2
Maine,,2021-02-27,8.06
Maine,,2021-02-28,8.09
Maine,,2021-03-01,8.1
Maine,,2021-03-02,8.1
Maine,,2021-03-03,8.11
Maine,,2021-03-04,8.11
Maine,,2021-03-05,9.53
Maine,,2021-03-06,10.03
Maine,,2021-03-07,10.06
Maine,,2021-03-08,11.06
Maine,,2021-03-09,11.32
Maine,,2021-03-10,11.64
Maine,,2021-03-11,11.71
Maine,,2021-03-12,12.82
Maine,,2021-03-13,12.86
Maine,,2021-03-14,13.8
Maine,,2021-03-15,14.17
Maine,,2021-03-16,14.35
Maine,,2021-03-17,14.36
Maine,,2021-03-18,14.38
Maine,,2021-03-19,15.25
Maine,,2021-03-20,15.27
Maine,,2021-03-21,15.28
Maine,,2021-03-22,16.37
Maine,,2021-03-23,16.49
Maine,,2021-03-24,16.51
Maine,,2021-03-25,17.2
Maine,,2021-03-26,17.76
Maine,,2021-03-27,18.42
Maine,,2021-03-28,18.92
Maine,,2021-03-29,19.29
Maine,,2021-03-30,19.39
Maine,,2021-03-31,19.69
Maine,,2021-04-01,20.21
Maine,,2021-04-02,21.08
Maine,,2021-04-03,21.93
Maine,,2021-04-04,22.92
Maine,,2021-04-05,23.71
Maine,,2021-04-06,23.78
Maine,,2021-04-07,24.26
Maine,,2021-04-08,25.06
Maine,,2021-04-09,26.18
Maine,,2021-04-10,27.42
Marshall Islands,MHL,2021-01-12,0
Marshall Islands,MHL,2021-01-13,0
Marshall Islands,MHL,2021-01-15,0
Marshall Islands,MHL,2021-01-19,0
Marshall Islands,MHL,2021-01-20,0
Marshall Islands,MHL,2021-01-21,0
Marshall Islands,MHL,2021-01-22,0
Marshall Islands,MHL,2021-01-23,0.01
Marshall Islands,MHL,2021-01-24,0.01
Marshall Islands,MHL,2021-01-25,0.01
Marshall Islands,MHL,2021-01-26,0.01
Marshall Islands,MHL,2021-01-27,0.03
Marshall Islands,MHL,2021-01-28,0.22
Marshall Islands,MHL,2021-01-29,0.4
Marshall Islands,MHL,2021-01-30,0.4
Marshall Islands,MHL,2021-01-31,0.56
Marshall Islands,MHL,2021-02-01,0.56
Marshall Islands,MHL,2021-02-02,0.64
Marshall Islands,MHL,2021-02-03,0.64
Marshall Islands,MHL,2021-02-04,0.74
Marshall Islands,MHL,2021-02-05,0.76
Marshall Islands,MHL,2021-02-06,0.76
Marshall Islands,MHL,2021-02-07,0.78
Marshall Islands,MHL,2021-02-08,0.78
Marshall Islands,MHL,2021-02-09,0.82
Marshall Islands,MHL,2021-02-10,0.84
Marshall Islands,MHL,2021-02-11,0.9
Marshall Islands,MHL,2021-02-12,1.01
Marshall Islands,MHL,2021-02-13,1.02
Marshall Islands,MHL,2021-02-14,1.14
Marshall Islands,MHL,2021-02-16,1.24
Marshall Islands,MHL,2021-02-17,1.25
Marshall Islands,MHL,2021-02-18,1.47
Marshall Islands,MHL,2021-02-19,1.99
Marshall Islands,MHL,2021-02-20,2.09
Marshall Islands,MHL,2021-02-21,2.55
Marshall Islands,MHL,2021-02-22,2.91
Marshall Islands,MHL,2021-02-23,3.16
Marshall Islands,MHL,2021-02-24,3.72
Marshall Islands,MHL,2021-02-25,3.82
Marshall Islands,MHL,2021-02-26,3.89
Marshall Islands,MHL,2021-02-27,3.89
Marshall Islands,MHL,2021-02-28,3.99
Marshall Islands,MHL,2021-03-01,3.99
Marshall Islands,MHL,2021-03-02,4.21
Marshall Islands,MHL,2021-03-03,4.21
Marshall Islands,MHL,2021-03-04,4.57
Marshall Islands,MHL,2021-03-05,4.91
Marshall Islands,MHL,2021-03-06,5.5
Marshall Islands,MHL,2021-03-07,5.58
Marshall Islands,MHL,2021-03-08,5.59
Marshall Islands,MHL,2021-03-09,6.41
Marshall Islands,MHL,2021-03-10,6.92
Marshall Islands,MHL,2021-03-11,7.56
Marshall Islands,MHL,2021-03-12,8.09
Marshall Islands,MHL,2021-03-13,8.14
Marshall Islands,MHL,2021-03-14,8.14
Marshall Islands,MHL,2021-03-15,8.14
Marshall Islands,MHL,2021-03-16,8.2
Marshall Islands,MHL,2021-03-17,9.35
Marshall Islands,MHL,2021-03-18,9.35
Marshall Islands,MHL,2021-03-19,9.35
Marshall Islands,MHL,2021-03-20,10.47
Marshall Islands,MHL,2021-03-21,11.61
Marshall Islands,MHL,2021-03-22,11.61
Marshall Islands,MHL,2021-03-23,11.61
Marshall Islands,MHL,2021-03-24,11.79
Marshall Islands,MHL,2021-03-25,12.11
Marshall Islands,MHL,2021-03-26,12.74
Marshall Islands,MHL,2021-03-27,12.75
Marshall Islands,MHL,2021-03-28,12.93
Marshall Islands,MHL,2021-03-29,13.42
Marshall Islands,MHL,2021-03-30,13.42
Marshall Islands,MHL,2021-03-31,13.61
Marshall Islands,MHL,2021-04-01,13.81
Marshall Islands,MHL,2021-04-02,14.13
Marshall Islands,MHL,2021-04-03,14.5
Marshall Islands,MHL,2021-04-04,14.96
Marshall Islands,MHL,2021-04-05,14.97
Marshall Islands,MHL,2021-04-06,15.19
Marshall Islands,MHL,2021-04-07,15.43
Marshall Islands,MHL,2021-04-08,15.85
Marshall Islands,MHL,2021-04-09,15.85
Marshall Islands,MHL,2021-04-10,16.48
Maryland,,2021-01-12,0.11
Maryland,,2021-01-13,0.21
Maryland,,2021-01-15,0.26
Maryland,,2021-01-19,0.36
Maryland,,2021-01-20,0.4
Maryland,,2021-01-21,0.46
Maryland,,2021-01-22,0.51
Maryland,,2021-01-23,0.56
Maryland,,2021-01-24,0.62
Maryland,,2021-01-25,0.65
Maryland,,2021-01-26,0.7
Maryland,,2021-01-27,0.8
Maryland,,2021-01-28,0.93
Maryland,,2021-01-29,1.1
Maryland,,2021-01-30,1.27
Maryland,,2021-01-31,1.37
Maryland,,2021-02-01,1.44
Maryland,,2021-02-02,1.46
Maryland,,2021-02-03,1.51
Maryland,,2021-02-04,1.68
Maryland,,2021-02-05,1.91
Maryland,,2021-02-06,2.15
Maryland,,2021-02-07,2.42
Maryland,,2021-02-08,2.5
Maryland,,2021-02-09,2.56
Maryland,,2021-02-10,2.79
Maryland,,2021-02-11,3
Maryland,,2021-02-12,3.27
Maryland,,2021-02-13,3.52
Maryland,,2021-02-14,3.82
Maryland,,2021-02-16,4.04
Maryland,,2021-02-17,4.2
Maryland,,2021-02-18,4.39
Maryland,,2021-02-19,4.96
Maryland,,2021-02-20,5.3
Maryland,,2021-02-21,5.66
Maryland,,2021-02-22,6.11
Maryland,,2021-02-23,6.32
Maryland,,2021-02-24,6.6
Maryland,,2021-02-25,6.86
Maryland,,2021-02-26,7.25
Maryland,,2021-02-27,7.67
Maryland,,2021-02-28,8.07
Maryland,,2021-03-01,8.33
Maryland,,2021-03-02,8.49
Maryland,,2021-03-03,8.84
Maryland,,2021-03-04,9.11
Maryland,,2021-03-05,9.4
Maryland,,2021-03-06,9.75
Maryland,,2021-03-07,9.97
Maryland,,2021-03-08,10.4
Maryland,,2021-03-09,10.7
Maryland,,2021-03-10,11.02
Maryland,,2021-03-11,11.39
Maryland,,2021-03-12,11.68
Maryland,,2021-03-13,11.99
Maryland,,2021-03-14,12.25
Maryland,,2021-03-15,12.45
Maryland,,2021-03-16,12.66
Maryland,,2021-03-17,12.93
Maryland,,2021-03-18,13.21
Maryland,,2021-03-19,13.44
Maryland,,2021-03-20,13.47
Maryland,,2021-03-21,13.92
Maryland,,2021-03-22,14.11
Maryland,,2021-03-23,14.29
Maryland,,2021-03-24,14.55
Maryland,,2021-03-25,14.82
Maryland,,2021-03-26,15.22
Maryland,,2021-03-27,15.61
Maryland,,2021-03-28,15.99
Maryland,,2021-03-29,16.22
Maryland,,2021-03-30,16.66
Maryland,,2021-03-31,17.19
Maryland,,2021-04-01,17.8
Maryland,,2021-04-02,18.45
Maryland,,2021-04-03,19.14
Maryland,,2021-04-04,19.62
Maryland,,2021-04-05,19.8
Maryland,,2021-04-06,20.23
Maryland,,2021-04-07,20.81
Maryland,,2021-04-08,21.51
Maryland,,2021-04-09,22.21
Maryland,,2021-04-10,23.13
Massachusetts,,2021-01-12,0.28
Massachusetts,,2021-01-13,0.36
Massachusetts,,2021-01-15,0.51
Massachusetts,,2021-01-19,0.6
Massachusetts,,2021-01-20,0.61
Massachusetts,,2021-01-21,0.67
Massachusetts,,2021-01-22,0.75
Massachusetts,,2021-01-23,0.84
Massachusetts,,2021-01-24,0.92
Massachusetts,,2021-01-25,0.94
Massachusetts,,2021-01-26,0.95
Massachusetts,,2021-01-27,1.06
Massachusetts,,2021-01-28,1.21
Massachusetts,,2021-01-29,1.4
Massachusetts,,2021-01-30,1.55
Massachusetts,,2021-01-31,1.69
Massachusetts,,2021-02-01,1.78
Massachusetts,,2021-02-02,1.84
Massachusetts,,2021-02-03,1.84
Massachusetts,,2021-02-04,1.95
Massachusetts,,2021-02-05,2.08
Massachusetts,,2021-02-06,2.23
Massachusetts,,2021-02-07,2.45
Massachusetts,,2021-02-08,2.53
Massachusetts,,2021-02-09,2.63
Massachusetts,,2021-02-10,2.83
Massachusetts,,2021-02-11,3.01
Massachusetts,,2021-02-12,3.17
Massachusetts,,2021-02-13,3.42
Massachusetts,,2021-02-14,3.77
Massachusetts,,2021-02-16,4.07
Massachusetts,,2021-02-17,4.18
Massachusetts,,2021-02-18,4.35
Massachusetts,,2021-02-19,4.73
Massachusetts,,2021-02-20,4.99
Massachusetts,,2021-02-21,5.33
Massachusetts,,2021-02-22,5.54
Massachusetts,,2021-02-23,5.7
Massachusetts,,2021-02-24,5.91
Massachusetts,,2021-02-25,6.16
Massachusetts,,2021-02-26,6.46
Massachusetts,,2021-02-27,6.84
Massachusetts,,2021-02-28,7.2
Massachusetts,,2021-03-01,7.59
Massachusetts,,2021-03-02,7.82
Massachusetts,,2021-03-03,8.08
Massachusetts,,2021-03-04,8.39
Massachusetts,,2021-03-05,8.78
Massachusetts,,2021-03-06,9.24
Massachusetts,,2021-03-07,9.62
Massachusetts,,2021-03-08,10.08
Massachusetts,,2021-03-09,10.26
Massachusetts,,2021-03-10,10.87
Massachusetts,,2021-03-11,11.26
Massachusetts,,2021-03-12,11.77
Massachusetts,,2021-03-13,12.68
Massachusetts,,2021-03-14,12.68
Massachusetts,,2021-03-15,13.13
Massachusetts,,2021-03-16,13.22
Massachusetts,,2021-03-17,13.68
Massachusetts,,2021-03-18,14.06
Massachusetts,,2021-03-19,14.43
Massachusetts,,2021-03-20,14.82
Massachusetts,,2021-03-21,15.16
Massachusetts,,2021-03-22,15.51
Massachusetts,,2021-03-23,15.74
Massachusetts,,2021-03-24,16.11
Massachusetts,,2021-03-25,16.5
Massachusetts,,2021-03-26,16.93
Massachusetts,,2021-03-27,17.37
Massachusetts,,2021-03-28,17.81
Massachusetts,,2021-03-29,18.23
Massachusetts,,2021-03-30,18.5
Massachusetts,,2021-03-31,18.96
Massachusetts,,2021-04-01,19.46
Massachusetts,,2021-04-02,19.98
Massachusetts,,2021-04-03,20.55
Massachusetts,,2021-04-04,21.15
Massachusetts,,2021-04-05,21.58
Massachusetts,,2021-04-06,21.77
Massachusetts,,2021-04-07,22.32
Massachusetts,,2021-04-08,22.93
Massachusetts,,2021-04-09,23.61
Massachusetts,,2021-04-10,24.48
Michigan,,2021-01-12,0.19
Michigan,,2021-01-13,0.32
Michigan,,2021-01-15,0.49
Michigan,,2021-01-19,0.63
Michigan,,2021-01-20,0.71
Michigan,,2021-01-21,0.81
Michigan,,2021-01-22,0.93
Michigan,,2021-01-23,1.06
Michigan,,2021-01-24,1.11
Michigan,,2021-01-25,1.17
Michigan,,2021-01-26,1.2
Michigan,,2021-01-27,1.31
Michigan,,2021-01-28,1.44
Michigan,,2021-01-29,1.6
Michigan,,2021-01-30,1.75
Michigan,,2021-01-31,1.91
Michigan,,2021-02-01,1.98
Michigan,,2021-02-02,2.01
Michigan,,2021-02-03,2.15
Michigan,,2021-02-04,2.3
Michigan,,2021-02-05,2.53
Michigan,,2021-02-06,2.83
Michigan,,2021-02-07,3.13
Michigan,,2021-02-08,3.29
Michigan,,2021-02-09,3.44
Michigan,,2021-02-10,3.72
Michigan,,2021-02-11,3.99
Michigan,,2021-02-12,4.26
Michigan,,2021-02-13,4.6
Michigan,,2021-02-14,4.92
Michigan,,2021-02-16,5.16
Michigan,,2021-02-17,5.27
Michigan,,2021-02-18,5.46
Michigan,,2021-02-19,5.93
Michigan,,2021-02-20,6.19
Michigan,,2021-02-21,6.48
Michigan,,2021-02-22,6.82
Michigan,,2021-02-23,6.89
Michigan,,2021-02-24,7.17
Michigan,,2021-02-25,7.53
Michigan,,2021-02-26,7.81
Michigan,,2021-02-27,8.17
Michigan,,2021-02-28,8.44
Michigan,,2021-03-01,8.61
Michigan,,2021-03-02,8.71
Michigan,,2021-03-03,8.81
Michigan,,2021-03-04,9.06
Michigan,,2021-03-05,9.32
Michigan,,2021-03-06,9.57
Michigan,,2021-03-07,9.82
Michigan,,2021-03-08,10.04
Michigan,,2021-03-09,10.11
Michigan,,2021-03-10,10.27
Michigan,,2021-03-11,10.52
Michigan,,2021-03-12,10.84
Michigan,,2021-03-13,11.17
Michigan,,2021-03-14,11.58
Michigan,,2021-03-15,11.62
Michigan,,2021-03-16,11.93
Michigan,,2021-03-17,12.18
Michigan,,2021-03-18,12.45
Michigan,,2021-03-19,12.84
Michigan,,2021-03-20,13.27
Michigan,,2021-03-21,13.66
Michigan,,2021-03-22,13.95
Michigan,,2021-03-23,14.06
Michigan,,2021-03-24,14.31
Michigan,,2021-03-25,14.61
Michigan,,2021-03-26,15.05
Michigan,,2021-03-27,15.64
Michigan,,2021-03-28,16.18
Michigan,,2021-03-29,16.5
Michigan,,2021-03-30,16.63
Michigan,,2021-03-31,16.95
Michigan,,2021-04-01,17.38
Michigan,,2021-04-02,17.87
Michigan,,2021-04-03,18.59
Michigan,,2021-04-04,19.08
Michigan,,2021-04-05,19.4
Michigan,,2021-04-06,19.51
Michigan,,2021-04-07,19.88
Michigan,,2021-04-08,20.42
Michigan,,2021-04-09,21
Michigan,,2021-04-10,21.78
Minnesota,,2021-01-12,0.17
Minnesota,,2021-01-13,0.18
Minnesota,,2021-01-15,0.49
Minnesota,,2021-01-19,0.75
Minnesota,,2021-01-20,0.75
Minnesota,,2021-01-21,0.82
Minnesota,,2021-01-22,0.96
Minnesota,,2021-01-23,1.15
Minnesota,,2021-01-24,1.2
Minnesota,,2021-01-25,1.28
Minnesota,,2021-01-26,1.29
Minnesota,,2021-01-27,1.34
Minnesota,,2021-01-28,1.55
Minnesota,,2021-01-29,1.75
Minnesota,,2021-01-30,1.91
Minnesota,,2021-01-31,2.03
Minnesota,,2021-02-01,2.11
Minnesota,,2021-02-02,2.12
Minnesota,,2021-02-03,2.12
Minnesota,,2021-02-04,2.34
Minnesota,,2021-02-05,2.34
Minnesota,,2021-02-06,2.67
Minnesota,,2021-02-07,2.79
Minnesota,,2021-02-08,2.85
Minnesota,,2021-02-09,2.85
Minnesota,,2021-02-10,2.85
Minnesota,,2021-02-11,3.13
Minnesota,,2021-02-12,3.35
